model_key,score_name,metric,mean,ci95_low,ci95_high,n_bootstrap
nnls_projection,phi_local,keep80_mean_error,0.5025132902365086,0.49238891546325764,0.5128115223009709,500
nnls_projection,phi_local,aurc,0.5019385017686326,0.48942162636553954,0.5123712598508674,500
nnls_projection,phi_local_shuffled_coordinates,spearman_error,-0.2996549817459434,-0.34650457765032255,-0.2506352104725258,500
nnls_projection,phi_local_shuffled_coordinates,auroc_top20_error,0.3501339399132752,0.31617785940368975,0.38569202629540245,500
nnls_projection,phi_local_shuffled_coordinates,keep80_mean_error,0.5214487863883758,0.5111419205036389,0.5317065843906364,500
nnls_projection,phi_local_shuffled_coordinates,aurc,0.5504305977607017,0.5383110818260012,0.561739549243263,500
nnls_projection,phi_reference,spearman_error,0.01982972713881465,-0.03058398619508676,0.0699467578778787,500
nnls_projection,phi_reference,auroc_top20_error,0.5156689597031642,0.47937905573024386,0.5529667816231225,500
nnls_projection,phi_reference,keep80_mean_error,0.506118470310611,0.4962094201011583,0.5163339650350248,500
nnls_projection,phi_reference,aurc,0.4944648431359879,0.4824428577166912,0.5075049849897976,500
nnls_projection,phi_uncertainty,spearman_error,0.4140021060625768,0.36058571951721025,0.46215758792138867,500
nnls_projection,phi_uncertainty,auroc_top20_error,0.662875546588381,0.6237978579455824,0.7013061205927311,500
nnls_projection,phi_uncertainty,keep80_mean_error,0.48204495489079774,0.4714121821070715,0.49247043652933004,500
nnls_projection,phi_uncertainty,aurc,0.4387638062327233,0.42323965185091117,0.453198795815608,500
nnls_projection,reference_only,spearman_error,0.01982972713881465,-0.03058398619508676,0.0699467578778787,500
nnls_projection,reference_only,auroc_top20_error,0.5156689597031642,0.47937905573024386,0.5529667816231225,500
nnls_projection,reference_only,keep80_mean_error,0.506118470310611,0.4962094201011583,0.5163339650350248,500
nnls_projection,reference_only,aurc,0.4944648431359879,0.4824428577166912,0.5075049849897976,500
nnls_projection,reference_risk_score,spearman_error,0.27208987050423494,0.21770732168661802,0.3238542932077233,500
nnls_projection,reference_risk_score,auroc_top20_error,0.6120260650919108,0.5749152054775835,0.6460752286979139,500
